Timestamp,ID,Pos:0,Pos:1,Pos:2,Vec:x,Vec:y,Vec:z,Diff:0,Diff:1,Diff:2,Diff:3,Diff:4,Diff:5,Diff:6,Diff:7,Diff:8
0,0,0,0.0,0.0,-0.13881581159630396,-0.01277674757637295,0.03267593561236091,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5
0.39054756184375705,0,1,0.0,0.0,0.0892516093460173,0.42376976435462466,0.5339326138937224,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5
0.47341836432909457,0,2,0.0,0.0,0.3001630751255651,-0.13739662520225335,-0.046786955726478584,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5
0.4890173161118305,0,3,0.0,0.0,0.6982300328512399,-0.5641201985788195,0.25289354082855586,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5
0.6920442075097966,0,4,0.0,0.0,0.31115330701072824,-0.7668796035958969,-0.012026497738112162,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5
0.9544716222585681,0,5,0.0,0.0,-0.5029269988201264,-0.11631768843610307,0.2328251878595397,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5
1.125759989894426,0,6,0.0,0.0,-0.4422356076842131,0.3613507783212449,0.38178351149660644,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5
1.3747077940913122,0,7,0.0,0.0,0.2740075204839693,0.4235187028988221,0.8379543993700032,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5
1.8711301671716618,0,8,0.0,0.0,-0.3197505261606181,0.7757907147836608,-0.3727712420722868,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5
1.881041843765845,0,9,0.0,0.0,0.02445625947336939,0.05205817443435897,-0.0824167640854786,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5
3.1502112317121678,0,10,0.0,0.0,0.48478946249616955,-0.7349186469483572,-0.17464105266107502,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5
3.209301164508691,0,11,0.0,0.0,-0.39315333880375397,0.03768941462410992,0.049371292855011725,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5
3.5784282408060752,0,12,0.0,0.0,-0.11572584222425551,0.051264820618799826,0.05804321270421899,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5
3.7282061098235575,0,13,0.0,0.0,0.13472820207613026,0.04515680366086805,-0.02677039133819177,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5
4.065837041142764,0,14,0.0,0.0,-0.4333998807963874,-0.019005019492195057,-0.13256247916848704,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5
4.9656607152130805,0,15,0.0,0.0,0.4160498951014938,0.08416630415648849,-0.48246892265511176,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5
5.524998879910996,0,16,0.0,0.0,0.1564238337304262,0.2491656941380538,-0.3023847053694781,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5
5.8310693835703535,0,17,0.0,0.0,-0.40327787126965675,-0.071227722528227,-0.5354866969515514,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5
6.191774396368941,0,18,0.0,0.0,0.508096673738596,0.45556166328859743,-0.14558179422272718,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5
6.278398441827,0,19,0.0,0.0,-0.10751991038889884,0.052016443253870996,-0.004424733423093514,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5
6.403109157892006,0,20,0.0,0.0,0.03997600050930747,0.18168701139721172,0.055378929600772654,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5
6.84570775344495,0,21,0.0,0.0,0.7403089857708046,0.48220741358877534,0.052275290819910954,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5
7.405672659721714,0,22,0.0,0.0,0.06041729667077881,0.08475214540929597,-0.1598753942496113,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5
7.593413410633943,0,23,0.0,0.0,-0.3756658439081012,0.1808822222298176,-0.7140497657354321,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5
7.6359876394309705,0,24,0.0,0.0,-0.22183252040815912,-0.9422699284168972,0.23187141785223767,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5
7.658084787270088,0,25,0.0,0.0,0.5937907331172838,-0.4029397923564221,-0.4955035486887718,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5
